sourceid,relation,targetid
DB00675,dr-di,D013921
DB00675,dr-di,D013923
DB00675,dr-di,D013927
DB00675,dr-di,D014202
DB00675,dr-di,D014594
DB00675,dr-di,D014652
DB00675,dr-di,D014657
DB00675,dr-di,D014786
DB00675,dr-di,D014839
DB00675,dr-di,D015228
DB00675,dr-di,D015430
DB00675,dr-di,D015431
DB00675,dr-di,D015674
DB00675,dr-di,D015746
DB00675,dr-di,D016889
DB00675,dr-di,D017093
DB00675,dr-di,D017114
DB00675,dr-di,D017119
DB00675,dr-di,D018366
DB00675,dr-di,D019584
DB00675,dr-di,D020018
DB00675,dr-di,D020246
DB00675,dr-di,D020521
DB00675,dr-di,D052016
DB00675,dr-di,D054556
DB00675,dr-di,D056486
DB00675,dr-di,D065626
DB00624,dr-di,D000230
DB00624,dr-di,D000647
DB00624,dr-di,D000787
DB00624,dr-di,D001008
DB00624,dr-di,D001523
DB00624,dr-di,D001943
DB00624,dr-di,D002318
DB00624,dr-di,D002375
DB00624,dr-di,D002545
DB00624,dr-di,D002561
DB00624,dr-di,D003327
DB00624,dr-di,D003865
DB00624,dr-di,D003866
DB00624,dr-di,D004195
DB00624,dr-di,D004409
DB00624,dr-di,D004831
DB00624,dr-di,D005221
DB00624,dr-di,D005317
DB00624,dr-di,D005355
DB00624,dr-di,D005909
DB00624,dr-di,D006331
DB00624,dr-di,D006333
DB00624,dr-di,D006869
DB00624,dr-di,D006930
DB00624,dr-di,D006948
DB00624,dr-di,D006973
DB00624,dr-di,D006984
DB00624,dr-di,D007172
DB00624,dr-di,D007174
DB00624,dr-di,D007333
DB00624,dr-di,D007680
DB00624,dr-di,D007859
DB00624,dr-di,D008113
DB00624,dr-di,D008228
DB00624,dr-di,D008288
DB00624,dr-di,D008325
DB00624,dr-di,D008569
DB00624,dr-di,D009133
DB00624,dr-di,D009205
DB00624,dr-di,D009362
DB00624,dr-di,D009369
DB00624,dr-di,D009395
DB00624,dr-di,D009422
DB00624,dr-di,D009437
DB00624,dr-di,D010146
DB00624,dr-di,D010300
DB00624,dr-di,D011297
DB00624,dr-di,D011471
DB00624,dr-di,D012735
DB00624,dr-di,D013226
DB00624,dr-di,D013375
DB00624,dr-di,D013927
DB00624,dr-di,D015427
DB00624,dr-di,D015430
DB00624,dr-di,D015431
DB00624,dr-di,D015674
DB00624,dr-di,D017202
DB00624,dr-di,D019584
DB00624,dr-di,D019970
DB00624,dr-di,D020018
DB00624,dr-di,D020258
DB00624,dr-di,D048629
DB00624,dr-di,D050197
DB00624,dr-di,D065626
DB00759,dr-di,D000138
DB00759,dr-di,D000152
DB00759,dr-di,D000707
DB00759,dr-di,D000741
DB00759,dr-di,D000743
DB00759,dr-di,D000744
DB00759,dr-di,D000749
DB00759,dr-di,D002637
DB00759,dr-di,D002779
DB00759,dr-di,D003645
DB00759,dr-di,D003967
DB00759,dr-di,D004172
DB00759,dr-di,D004211
DB00759,dr-di,D004342
DB00759,dr-di,D005234
DB00759,dr-di,D006261
DB00759,dr-di,D006501
DB00759,dr-di,D006930
DB00759,dr-di,D007232
DB00759,dr-di,D007565
DB00759,dr-di,D007674
DB00759,dr-di,D007683
DB00759,dr-di,D008064
DB00759,dr-di,D008107
DB00759,dr-di,D008288
DB00759,dr-di,D009133
DB00759,dr-di,D009205
DB00759,dr-di,D009325
DB00759,dr-di,D009336
DB00759,dr-di,D009395
DB00759,dr-di,D009437
DB00759,dr-di,D009461
DB00759,dr-di,D010146
DB00759,dr-di,D010149
DB00759,dr-di,D010211
DB00759,dr-di,D010996
DB00759,dr-di,D011141
DB00759,dr-di,D011248
DB00759,dr-di,D011537
DB00759,dr-di,D011559
DB00759,dr-di,D011565
DB00759,dr-di,D011704
DB00759,dr-di,D012141
DB00759,dr-di,D013203
DB00759,dr-di,D013651
DB00759,dr-di,D014657
DB00759,dr-di,D014839
DB00759,dr-di,D017093
DB00759,dr-di,D018908
DB00759,dr-di,D019586
DB00759,dr-di,D028361
DB00759,dr-di,D050197
DB00759,dr-di,D051437
DB00759,dr-di,D053099
DB00759,dr-di,D056486
DB00759,dr-di,D058186
DB00759,dr-di,D064420
DB00470,dr-di,D001008
DB00470,dr-di,D001714
DB00470,dr-di,D001919
DB00470,dr-di,D001929
DB00470,dr-di,D002375
DB00470,dr-di,D002544
DB00470,dr-di,D003072
DB00470,dr-di,D003921
DB00470,dr-di,D004211
DB00470,dr-di,D004827
DB00470,dr-di,D005879
DB00470,dr-di,D005910
DB00470,dr-di,D006948
DB00470,dr-di,D007022
DB00470,dr-di,D007035
DB00470,dr-di,D007249
DB00470,dr-di,D007859
DB00470,dr-di,D008569
DB00470,dr-di,D009069
DB00470,dr-di,D009293
DB00470,dr-di,D009325
DB00470,dr-di,D009410
DB00470,dr-di,D009436
DB00470,dr-di,D010146
DB00470,dr-di,D010554
DB00470,dr-di,D011041
DB00470,dr-di,D011248
DB00470,dr-di,D011297
DB00470,dr-di,D011605
DB00470,dr-di,D011654
DB00470,dr-di,D011693
DB00470,dr-di,D011782
DB00470,dr-di,D012206
DB00470,dr-di,D012640
DB00470,dr-di,D013375
DB00470,dr-di,D013610
DB00470,dr-di,D013617
DB00470,dr-di,D014839
DB00470,dr-di,D019956
DB00470,dr-di,D019966
DB00470,dr-di,D020018
DB00470,dr-di,D050197
DB00470,dr-di,D058186
DB00470,dr-di,D064420
DB00277,dr-di,D000077192
DB00277,dr-di,D000138
DB00277,dr-di,D000857
DB00277,dr-di,D001049
DB00277,dr-di,D001145
DB00277,dr-di,D001247
DB00277,dr-di,D001249
DB00277,dr-di,D001927
DB00277,dr-di,D001930
DB00277,dr-di,D001986
DB00277,dr-di,D002318
DB00277,dr-di,D002375
DB00277,dr-di,D002543
DB00277,dr-di,D002637
DB00277,dr-di,D002653
DB00277,dr-di,D002819
DB00277,dr-di,D003128
DB00277,dr-di,D003221
DB00277,dr-di,D003693
DB00277,dr-di,D003866
DB00277,dr-di,D004409
DB00277,dr-di,D004417
DB00277,dr-di,D004487
DB00277,dr-di,D004830
DB00277,dr-di,D005119
DB00277,dr-di,D005221
DB00277,dr-di,D005334
DB00277,dr-di,D005767
DB00277,dr-di,D006029
DB00277,dr-di,D006212
DB00277,dr-di,D006261
DB00277,dr-di,D006319
DB00277,dr-di,D006323
DB00277,dr-di,D006327
DB00277,dr-di,D006330
DB00277,dr-di,D006470
DB00277,dr-di,D006930
DB00277,dr-di,D006934
DB00277,dr-di,D006940
DB00277,dr-di,D006943
DB00277,dr-di,D006948
DB00277,dr-di,D006973
DB00277,dr-di,D006984
DB00277,dr-di,D007008
DB00277,dr-di,D007010
DB00277,dr-di,D007022
DB00277,dr-di,D007174
DB00277,dr-di,D007177
DB00277,dr-di,D007232
DB00277,dr-di,D007235
DB00277,dr-di,D007249
DB00277,dr-di,D007674
DB00277,dr-di,D007859
DB00277,dr-di,D007945
DB00277,dr-di,D007964
DB00277,dr-di,D008175
DB00277,dr-di,D008569
DB00277,dr-di,D009127
DB00277,dr-di,D009202
DB00277,dr-di,D009212
DB00277,dr-di,D009325
DB00277,dr-di,D009362
DB00277,dr-di,D009374
DB00277,dr-di,D009422
DB00277,dr-di,D009846
DB00277,dr-di,D011014
DB00277,dr-di,D011297
DB00277,dr-di,D011595
DB00277,dr-di,D012120
DB00277,dr-di,D012206
DB00277,dr-di,D012640
DB00277,dr-di,D012893
DB00277,dr-di,D013035
DB00277,dr-di,D013119
DB00277,dr-di,D013163
DB00277,dr-di,D013226
DB00277,dr-di,D013342
DB00277,dr-di,D013375
DB00277,dr-di,D013610
DB00277,dr-di,D013614
DB00277,dr-di,D013616
DB00277,dr-di,D013617
DB00277,dr-di,D014202
DB00277,dr-di,D014549
DB00277,dr-di,D014839
DB00277,dr-di,D015427
DB00277,dr-di,D015451
DB00277,dr-di,D016055
DB00277,dr-di,D017202
DB00277,dr-di,D017674
DB00277,dr-di,D018476
DB00277,dr-di,D019964
DB00277,dr-di,D019970
DB00277,dr-di,D029424
DB00277,dr-di,D051437
DB00277,dr-di,D053609
DB00277,dr-di,D058186
DB00277,dr-di,D062787
DB00277,dr-di,D064420
DB01623,dr-di,D001480
DB01623,dr-di,D001523
DB01623,dr-di,D001714
DB01623,dr-di,D002375
DB01623,dr-di,D002389
DB01623,dr-di,D003680
DB01623,dr-di,D003866
DB01623,dr-di,D004421
DB01623,dr-di,D005334
DB01623,dr-di,D006212
DB01623,dr-di,D006948
DB01623,dr-di,D006973
DB01623,dr-di,D009069
DB01623,dr-di,D009127
DB01623,dr-di,D009459
DB01623,dr-di,D011618
DB01623,dr-di,D012559
DB01623,dr-di,D013064
DB01623,dr-di,D013610
DB01623,dr-di,D014202
DB01623,dr-di,D014549
DB01623,dr-di,D017109
DB01623,dr-di,D019964
DB01623,dr-di,D020234
DB01623,dr-di,D020734
DB01623,dr-di,D053609
DB01623,dr-di,D056486
DB00451,dr-di,D000740
DB00451,dr-di,D000744
DB00451,dr-di,D001002
DB00451,dr-di,D001145
DB00451,dr-di,D001281
DB00451,dr-di,D003128
DB00451,dr-di,D003693
DB00451,dr-di,D003865
DB00451,dr-di,D004719
DB00451,dr-di,D006319
DB00451,dr-di,D006332
DB00451,dr-di,D006505
DB00451,dr-di,D006937
DB00451,dr-di,D006965
DB00451,dr-di,D006973
DB00451,dr-di,D006980
DB00451,dr-di,D007037
DB00451,dr-di,D007674
DB00451,dr-di,D007859
DB00451,dr-di,D008107
DB00451,dr-di,D008569
DB00451,dr-di,D009207
DB00451,dr-di,D009325
DB00451,dr-di,D009336
DB00451,dr-di,D010292
DB00451,dr-di,D012640
DB00451,dr-di,D013610
DB00451,dr-di,D014839
DB00451,dr-di,D015746
DB00451,dr-di,D017114
DB00451,dr-di,D018476
DB00451,dr-di,D051437
DB00451,dr-di,D056486
DB00451,dr-di,D058186
DB00451,dr-di,D064420
DB00373,dr-di,D000138
DB00373,dr-di,D000707
DB00373,dr-di,D000787
DB00373,dr-di,D001008
DB00373,dr-di,D001049
DB00373,dr-di,D001145
DB00373,dr-di,D001249
DB00373,dr-di,D001281
DB00373,dr-di,D001523
DB00373,dr-di,D001919
DB00373,dr-di,D001986
DB00373,dr-di,D002318
DB00373,dr-di,D002493
DB00373,dr-di,D002546
DB00373,dr-di,D003221
DB00373,dr-di,D003327
DB00373,dr-di,D003866
DB00373,dr-di,D003967
DB00373,dr-di,D004244
DB00373,dr-di,D004342
DB00373,dr-di,D004417
DB00373,dr-di,D005128
DB00373,dr-di,D005221
DB00373,dr-di,D005315
DB00373,dr-di,D005767
DB00373,dr-di,D006212
DB00373,dr-di,D006323
DB00373,dr-di,D006327
DB00373,dr-di,D006331
DB00373,dr-di,D006332
DB00373,dr-di,D006333
DB00373,dr-di,D006940
DB00373,dr-di,D006973
DB00373,dr-di,D007008
DB00373,dr-di,D007022
DB00373,dr-di,D007024
DB00373,dr-di,D007172
DB00373,dr-di,D007232
DB00373,dr-di,D007634
DB00373,dr-di,D008133
DB00373,dr-di,D008171
DB00373,dr-di,D009203
DB00373,dr-di,D009325
DB00373,dr-di,D009798
DB00373,dr-di,D010146
DB00373,dr-di,D011537
DB00373,dr-di,D011605
DB00373,dr-di,D011654
DB00373,dr-di,D011928
DB00373,dr-di,D012120
DB00373,dr-di,D012848
DB00373,dr-di,D012871
DB00373,dr-di,D012893
DB00373,dr-di,D013575
DB00373,dr-di,D013610
DB00373,dr-di,D013927
DB00373,dr-di,D014202
DB00373,dr-di,D014549
DB00373,dr-di,D015431
DB00373,dr-di,D015746
DB00373,dr-di,D018908
DB00373,dr-di,D019964
DB00373,dr-di,D020018
DB00373,dr-di,D029424
DB00373,dr-di,D053609
DB00373,dr-di,D054138
DB00373,dr-di,D054537
DB01124,dr-di,D000743
DB01124,dr-di,D001284
DB01124,dr-di,D001928
DB01124,dr-di,D002318
DB01124,dr-di,D003924
DB01124,dr-di,D006930
DB01124,dr-di,D006943
DB01124,dr-di,D007003
DB01124,dr-di,D009404
DB01124,dr-di,D014652
DB01124,dr-di,D018149
DB01124,dr-di,D056486
DB00500,dr-di,D000743
DB00500,dr-di,D000744
DB00500,dr-di,D000799
DB00500,dr-di,D001168
DB00500,dr-di,D001714
DB00500,dr-di,D003875
DB00500,dr-di,D005234
DB00500,dr-di,D005317
DB00500,dr-di,D006461
DB00500,dr-di,D007249
DB00500,dr-di,D008569
DB00500,dr-di,D008582
DB00500,dr-di,D009102
DB00500,dr-di,D009395
DB00500,dr-di,D009404
DB00500,dr-di,D010003
DB00500,dr-di,D010146
DB00500,dr-di,D011507
DB00500,dr-di,D013262
DB00500,dr-di,D014581
DB00500,dr-di,D015433
DB00500,dr-di,D019636
DB00500,dr-di,D056486
DB00500,dr-di,D058186
DB00656,dr-di,D000341
DB00656,dr-di,D000544
DB00656,dr-di,D000855
DB00656,dr-di,D001008
DB00656,dr-di,D001145
DB00656,dr-di,D001247
DB00656,dr-di,D001281
DB00656,dr-di,D001523
DB00656,dr-di,D001714
DB00656,dr-di,D002318
DB00656,dr-di,D002375
DB00656,dr-di,D002637
DB00656,dr-di,D002779
DB00656,dr-di,D002780
DB00656,dr-di,D002819
DB00656,dr-di,D003072
DB00656,dr-di,D003128
DB00656,dr-di,D003221
DB00656,dr-di,D003693
DB00656,dr-di,D003704
DB00656,dr-di,D003865
DB00656,dr-di,D003866
DB00656,dr-di,D004213
DB00656,dr-di,D004244
DB00656,dr-di,D004342
DB00656,dr-di,D004401
DB00656,dr-di,D004409
DB00656,dr-di,D004421
DB00656,dr-di,D004487
DB00656,dr-di,D004829
DB00656,dr-di,D005334
DB00656,dr-di,D006029
DB00656,dr-di,D006212
DB00656,dr-di,D006327
DB00656,dr-di,D006505
DB00656,dr-di,D006930
DB00656,dr-di,D006987
DB00656,dr-di,D007010
DB00656,dr-di,D007022
DB00656,dr-di,D007024
DB00656,dr-di,D007172
DB00656,dr-di,D007249
DB00656,dr-di,D007319
DB00656,dr-di,D008133
DB00656,dr-di,D008569
DB00656,dr-di,D008881
DB00656,dr-di,D009069
DB00656,dr-di,D009127
DB00656,dr-di,D009135
DB00656,dr-di,D009207
DB00656,dr-di,D009293
DB00656,dr-di,D009765
DB00656,dr-di,D009771
DB00656,dr-di,D010146
DB00656,dr-di,D010302
DB00656,dr-di,D010554
DB00656,dr-di,D011317
DB00656,dr-di,D011507
DB00656,dr-di,D011595
DB00656,dr-di,D012021
DB00656,dr-di,D012131
DB00656,dr-di,D012559
DB00656,dr-di,D012640
DB00656,dr-di,D012735
DB00656,dr-di,D012893
DB00656,dr-di,D013313
DB00656,dr-di,D013375
DB00656,dr-di,D013575
DB00656,dr-di,D014202
DB00656,dr-di,D014786
DB00656,dr-di,D014987
DB00656,dr-di,D016055
DB00656,dr-di,D016171
DB00656,dr-di,D017114
DB00656,dr-di,D017180
DB00656,dr-di,D018366
DB00656,dr-di,D018879
DB00656,dr-di,D019584
DB00656,dr-di,D019955
DB00656,dr-di,D020018
DB00656,dr-di,D020230
DB00656,dr-di,D020521
DB00656,dr-di,D041781
DB00656,dr-di,D056486
DB00656,dr-di,D062787
DB00656,dr-di,D064420
DB00755,dr-di,D000014
DB00755,dr-di,D000015
DB00755,dr-di,D000152
DB00755,dr-di,D000505
DB00755,dr-di,D001168
DB00755,dr-di,D001169
DB00755,dr-di,D001172
DB00755,dr-di,D001249
DB00755,dr-di,D001259
DB00755,dr-di,D001778
DB00755,dr-di,D001855
DB00755,dr-di,D001919
DB00755,dr-di,D001927
DB00755,dr-di,D001929
DB00755,dr-di,D001943
DB00755,dr-di,D002294
DB00755,dr-di,D002311
DB00755,dr-di,D002375
DB00755,dr-di,D002386
DB00755,dr-di,D002493
DB00755,dr-di,D002526
DB00755,dr-di,D002543
DB00755,dr-di,D002583
DB00755,dr-di,D002637
DB00755,dr-di,D002972
DB00755,dr-di,D003092
DB00755,dr-di,D003324
DB00755,dr-di,D003875
DB00755,dr-di,D003967
DB00755,dr-di,D004172
DB00755,dr-di,D004195
DB00755,dr-di,D004417
DB00755,dr-di,D004487
DB00755,dr-di,D004890
DB00755,dr-di,D004893
DB00755,dr-di,D005334
DB00755,dr-di,D005355
DB00755,dr-di,D005909
DB00755,dr-di,D005923
DB00755,dr-di,D006258
DB00755,dr-di,D006261
DB00755,dr-di,D006330
DB00755,dr-di,D006333
DB00755,dr-di,D006402
DB00755,dr-di,D006470
DB00755,dr-di,D006528
DB00755,dr-di,D006529
DB00755,dr-di,D006930
DB00755,dr-di,D006932
DB00755,dr-di,D006934
DB00755,dr-di,D006965
DB00755,dr-di,D007022
DB00755,dr-di,D007249
DB00755,dr-di,D007410
DB00755,dr-di,D007683
DB00755,dr-di,D007859
DB00755,dr-di,D007938
DB00755,dr-di,D007964
DB00755,dr-di,D008106
DB00755,dr-di,D008107
DB00755,dr-di,D008171
DB00755,dr-di,D008325
DB00755,dr-di,D008545
DB00755,dr-di,D009069
DB00755,dr-di,D009101
DB00755,dr-di,D009120
DB00755,dr-di,D009190
DB00755,dr-di,D009202
DB00755,dr-di,D009203
DB00755,dr-di,D009205
DB00755,dr-di,D009220
DB00755,dr-di,D009325
DB00755,dr-di,D009336
DB00755,dr-di,D009361
DB00755,dr-di,D009362
DB00755,dr-di,D009369
DB00755,dr-di,D009374
DB00755,dr-di,D009395
DB00755,dr-di,D009421
DB00755,dr-di,D009436
DB00755,dr-di,D009503
DB00755,dr-di,D009846
DB00755,dr-di,D010024
DB00755,dr-di,D010051
DB00755,dr-di,D010146
DB00755,dr-di,D010190
DB00755,dr-di,D010198
DB00755,dr-di,D010211
DB00755,dr-di,D010259
DB00755,dr-di,D010291
DB00755,dr-di,D010292
DB00755,dr-di,D010490
DB00755,dr-di,D010523
DB00755,dr-di,D010996
DB00755,dr-di,D011297
DB00755,dr-di,D011507
DB00755,dr-di,D011537
DB00755,dr-di,D011559
DB00755,dr-di,D011565
DB00755,dr-di,D011654
DB00755,dr-di,D011655
DB00755,dr-di,D012008
DB00755,dr-di,D012010
DB00755,dr-di,D012120
DB00755,dr-di,D012128
DB00755,dr-di,D012208
DB00755,dr-di,D012871
DB00755,dr-di,D012878
DB00755,dr-di,D013274
DB00755,dr-di,D013280
DB00755,dr-di,D013575
DB00755,dr-di,D013923
DB00755,dr-di,D013927
DB00755,dr-di,D013964
DB00755,dr-di,D014657
DB00755,dr-di,D014693
DB00755,dr-di,D014839
DB00755,dr-di,D014987
DB00755,dr-di,D015228
DB00755,dr-di,D015430
DB00755,dr-di,D015464
DB00755,dr-di,D015470
DB00755,dr-di,D015473
DB00755,dr-di,D015746
DB00755,dr-di,D016889
DB00755,dr-di,D017180
DB00755,dr-di,D017880
DB00755,dr-di,D019465
DB00755,dr-di,D019586
DB00755,dr-di,D019954
DB00755,dr-di,D019957
DB00755,dr-di,D020246
DB00755,dr-di,D020258
DB00755,dr-di,D020300
DB00755,dr-di,D020422
DB00755,dr-di,D020964
DB00755,dr-di,D049188
DB00755,dr-di,D051437
DB00755,dr-di,D052016
DB00755,dr-di,D054198
DB00755,dr-di,D054537
DB00755,dr-di,D056486
DB00755,dr-di,D058186
DB00755,dr-di,D064420
DB00831,dr-di,D000799
DB00831,dr-di,D001008
DB00831,dr-di,D001145
DB00831,dr-di,D001480
DB00831,dr-di,D001714
DB00831,dr-di,D002375
DB00831,dr-di,D002389
DB00831,dr-di,D002819
DB00831,dr-di,D003680
DB00831,dr-di,D003865
DB00831,dr-di,D003866
DB00831,dr-di,D003920
DB00831,dr-di,D004401
DB00831,dr-di,D004409
DB00831,dr-di,D004421
DB00831,dr-di,D005334
DB00831,dr-di,D007024
DB00831,dr-di,D007177
DB00831,dr-di,D007319
DB00831,dr-di,D009069
DB00831,dr-di,D009127
DB00831,dr-di,D009336
DB00831,dr-di,D009459
DB00831,dr-di,D010259
DB00831,dr-di,D010302
DB00831,dr-di,D011595
DB00831,dr-di,D011605
DB00831,dr-di,D011618
DB00831,dr-di,D012559
DB00831,dr-di,D012563
DB00831,dr-di,D012640
DB00831,dr-di,D012735
DB00831,dr-di,D013226
DB00831,dr-di,D013342
DB00831,dr-di,D013375
DB00831,dr-di,D014202
DB00831,dr-di,D016171
DB00831,dr-di,D017109
DB00831,dr-di,D018476
DB00831,dr-di,D020734
DB00831,dr-di,D062787
DB00440,dr-di,D000743
DB00440,dr-di,D002780
DB00440,dr-di,D003693
DB00440,dr-di,D003875
DB00440,dr-di,D004342
DB00440,dr-di,D004893
DB00440,dr-di,D005076
DB00440,dr-di,D006261
DB00440,dr-di,D006947
DB00440,dr-di,D007674
DB00440,dr-di,D008107
DB00440,dr-di,D008581
DB00440,dr-di,D008582
DB00440,dr-di,D009207
DB00440,dr-di,D009436
DB00440,dr-di,D012852
DB00440,dr-di,D013262
DB00440,dr-di,D014657
DB00440,dr-di,D020795
DB00440,dr-di,D041781
DB00440,dr-di,D051437
DB00726,dr-di,D001523
DB00726,dr-di,D001714
DB00726,dr-di,D003866
DB00726,dr-di,D004830
DB00726,dr-di,D006948
DB00726,dr-di,D008288
DB00726,dr-di,D009459
DB00726,dr-di,D012640
DB00726,dr-di,D058186
DB01586,dr-di,D001201
DB01586,dr-di,D001649
DB01586,dr-di,D002761
DB01586,dr-di,D002769
DB01586,dr-di,D002779
DB01586,dr-di,D002780
DB01586,dr-di,D003110
DB01586,dr-di,D003550
DB01586,dr-di,D003967
DB01586,dr-di,D005221
DB01586,dr-di,D005234
DB01586,dr-di,D005355
DB01586,dr-di,D006505
DB01586,dr-di,D006528
DB01586,dr-di,D006943
DB01586,dr-di,D006980
DB01586,dr-di,D007037
DB01586,dr-di,D007249
DB01586,dr-di,D007333
DB01586,dr-di,D007565
DB01586,dr-di,D008103
DB01586,dr-di,D008105
DB01586,dr-di,D008106
DB01586,dr-di,D008107
DB01586,dr-di,D009336
DB01586,dr-di,D009369
DB01586,dr-di,D010195
DB01586,dr-di,D011014
DB01586,dr-di,D011183
DB01586,dr-di,D011537
DB01586,dr-di,D015431
DB01586,dr-di,D017093
DB01586,dr-di,D017114
DB01586,dr-di,D041781
DB01586,dr-di,D056486
DB00313,dr-di,D000014
DB00313,dr-di,D000015
DB00313,dr-di,D000138
DB00313,dr-di,D000140
DB00313,dr-di,D000230
DB00313,dr-di,D000380
DB00313,dr-di,D000505
DB00313,dr-di,D000740
DB00313,dr-di,D000741
DB00313,dr-di,D000743
DB00313,dr-di,D000744
DB00313,dr-di,D000855
DB00313,dr-di,D001008
DB00313,dr-di,D001049
DB00313,dr-di,D001201
DB00313,dr-di,D001259
DB00313,dr-di,D001284
DB00313,dr-di,D001321
DB00313,dr-di,D001480
DB00313,dr-di,D001523
DB00313,dr-di,D001714
DB00313,dr-di,D001778
DB00313,dr-di,D001855
DB00313,dr-di,D001927
DB00313,dr-di,D001928
DB00313,dr-di,D001929
DB00313,dr-di,D001930
DB00313,dr-di,D002289
DB00313,dr-di,D002389
DB00313,dr-di,D002493
DB00313,dr-di,D002526
DB00313,dr-di,D002583
DB00313,dr-di,D002653
DB00313,dr-di,D002658
DB00313,dr-di,D002779
DB00313,dr-di,D002780
DB00313,dr-di,D002819
DB00313,dr-di,D002972
DB00313,dr-di,D003072
DB00313,dr-di,D003117
DB00313,dr-di,D003128
DB00313,dr-di,D003221
DB00313,dr-di,D003244
DB00313,dr-di,D003680
DB00313,dr-di,D003693
DB00313,dr-di,D003704
DB00313,dr-di,D003866
DB00313,dr-di,D003872
DB00313,dr-di,D003875
DB00313,dr-di,D004195
DB00313,dr-di,D004211
DB00313,dr-di,D004244
DB00313,dr-di,D004342
DB00313,dr-di,D004401
DB00313,dr-di,D004421
DB00313,dr-di,D004487
DB00313,dr-di,D004775
DB00313,dr-di,D004802
DB00313,dr-di,D004827
DB00313,dr-di,D004829
DB00313,dr-di,D004830
DB00313,dr-di,D004831
DB00313,dr-di,D004832
DB00313,dr-di,D004892
DB00313,dr-di,D005076
DB00313,dr-di,D005234
DB00313,dr-di,D005313
DB00313,dr-di,D005315
DB00313,dr-di,D005317
DB00313,dr-di,D005334
DB00313,dr-di,D005355
DB00313,dr-di,D005767
DB00313,dr-di,D005909
DB00313,dr-di,D006029
DB00313,dr-di,D006130
DB00313,dr-di,D006212
DB00313,dr-di,D006261
DB00313,dr-di,D006319
DB00313,dr-di,D006330
DB00313,dr-di,D006331
DB00313,dr-di,D006345
DB00313,dr-di,D006417
DB00313,dr-di,D006470
DB00313,dr-di,D006501
DB00313,dr-di,D006505
DB00313,dr-di,D006529
DB00313,dr-di,D006943
DB00313,dr-di,D006946
DB00313,dr-di,D006948
DB00313,dr-di,D006970
DB00313,dr-di,D006973
DB00313,dr-di,D006976
DB00313,dr-di,D007003
DB00313,dr-di,D007008
DB00313,dr-di,D007010
DB00313,dr-di,D007022
DB00313,dr-di,D007035
DB00313,dr-di,D007174
DB00313,dr-di,D007177
DB00313,dr-di,D007319
DB00313,dr-di,D007333
DB00313,dr-di,D007565
DB00313,dr-di,D007674
DB00313,dr-di,D007859
DB00313,dr-di,D007970
DB00313,dr-di,D008107
DB00313,dr-di,D008178
DB00313,dr-di,D008180
DB00313,dr-di,D008569
DB00313,dr-di,D008881
DB00313,dr-di,D009069
DB00313,dr-di,D009102
DB00313,dr-di,D009120
DB00313,dr-di,D009123
DB00313,dr-di,D009127
DB00313,dr-di,D009135
DB00313,dr-di,D009140
DB00313,dr-di,D009190
DB00313,dr-di,D009207
DB00313,dr-di,D009325
DB00313,dr-di,D009336
DB00313,dr-di,D009357
DB00313,dr-di,D009362
DB00313,dr-di,D009369
DB00313,dr-di,D009393
DB00313,dr-di,D009395
DB00313,dr-di,D009410
DB00313,dr-di,D009422
DB00313,dr-di,D009436
DB00313,dr-di,D009503
DB00313,dr-di,D009759
DB00313,dr-di,D009765
DB00313,dr-di,D010146
DB00313,dr-di,D010149
DB00313,dr-di,D010195
DB00313,dr-di,D010198
DB00313,dr-di,D010291
DB00313,dr-di,D010292
DB00313,dr-di,D010302
DB00313,dr-di,D010490
DB00313,dr-di,D010493
DB00313,dr-di,D010554
DB00313,dr-di,D010673
DB00313,dr-di,D010911
DB00313,dr-di,D010996
DB00313,dr-di,D011041
DB00313,dr-di,D011141
DB00313,dr-di,D011183
DB00313,dr-di,D011248
DB00313,dr-di,D011297
DB00313,dr-di,D011507
DB00313,dr-di,D011537
DB00313,dr-di,D011559
DB00313,dr-di,D011595
DB00313,dr-di,D011596
DB00313,dr-di,D011605
DB00313,dr-di,D011618
DB00313,dr-di,D012010
DB00313,dr-di,D012021
DB00313,dr-di,D012131
DB00313,dr-di,D012206
DB00313,dr-di,D012208
DB00313,dr-di,D012559
DB00313,dr-di,D012640
DB00313,dr-di,D012798
DB00313,dr-di,D012817
DB00313,dr-di,D012871
DB00313,dr-di,D012893
DB00313,dr-di,D013064
DB00313,dr-di,D013118
DB00313,dr-di,D013226
DB00313,dr-di,D013262
DB00313,dr-di,D013313
DB00313,dr-di,D013342
DB00313,dr-di,D013375
DB00313,dr-di,D013575
DB00313,dr-di,D013921
DB00313,dr-di,D013981
DB00313,dr-di,D014012
DB00313,dr-di,D014202
DB00313,dr-di,D014474
DB00313,dr-di,D014786
DB00313,dr-di,D014839
DB00313,dr-di,D015430
DB00313,dr-di,D015431
DB00313,dr-di,D015470
DB00313,dr-di,D015674
DB00313,dr-di,D015746
DB00313,dr-di,D015835
DB00313,dr-di,D016584
DB00313,dr-di,D017093
DB00313,dr-di,D017114
DB00313,dr-di,D017563
DB00313,dr-di,D017674
DB00313,dr-di,D017880
DB00313,dr-di,D018149
DB00313,dr-di,D018366
DB00313,dr-di,D018476
DB00313,dr-di,D018908
DB00313,dr-di,D019465
DB00313,dr-di,D019586
DB00313,dr-di,D019636
DB00313,dr-di,D019954
DB00313,dr-di,D019955
DB00313,dr-di,D019957
DB00313,dr-di,D019964
DB00313,dr-di,D019966
